,text,UniqueID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
15952,famou alpaca return pa tomorrow pagivingday donxexxt miss chanc cuddl favourit furxexxa,15952,0,1,0,0,0,0,0,0,0,0
15953,today wed like remind everyon commun look peopl around thing dxexxa,15953,0,0,0,0,0,0,0,0,0,0
15954,today wed like remind everyon commun look peopl around thing dont seem ok open conversationnn ask r u okn listenn encourag actionn check innnlearn ,15954,0,0,0,0,0,0,0,0,0,0
15955,big question ,15955,0,0,0,0,0,0,1,0,0,0
15956, love taught kinder group today mentalhealthawar,15956,0,0,0,0,1,0,1,0,0,1
15957,mother theresa said greatest form poverti lonelinessnit devast ironi digit agexexxa,15957,0,1,0,0,1,1,1,1,0,2
15958,well done bori pampc presid take support breakfast show morn ,15958,0,1,0,0,0,0,1,0,0,1
15959,donxexxt wait someon ask ruok ask amiok visit websit speak xexxa,15959,0,1,0,0,0,1,1,0,0,0
15960,that dark share mental health stori ,15960,0,1,0,0,1,0,1,1,0,1
15961,everi singl day opportun ask friend colleagu famili member ruok work mental health atxexxa,15961,0,0,0,0,1,0,1,0,0,1
15962,someth simpl ask r u ok make huge differencexexxd xfxfxxbn ntoday remind meanxexxa,15962,0,0,0,0,0,0,0,0,0,0
15963,cant one who mute bombard,15963,1,0,0,1,0,1,0,0,0,0
15964, love tag littl much amount itxexx realli import caus day,15964,0,0,0,0,1,0,1,0,0,0
15965,plenti other similarli critic judg googl search here compilatxexxa,15965,0,0,0,0,0,1,0,0,0,0
15966,today pleas take time checkin ask buddi famili member workmat ruok ,15966,0,2,0,1,0,1,0,1,0,0
15967,xfxfxex day remind itxexx okay okay itxexx import familiar support servic avail someon know need support call ruok unisa ,15967,0,0,0,0,0,0,1,0,0,1
15968, congrat,15968,0,0,0,0,0,0,0,0,0,0
15969,melb amp share person journey encouragexexxa,15969,0,2,0,1,2,0,2,0,0,1
15970, okay offici tell work bhp join hr oper team contract back make indispens,15970,0,0,0,0,0,0,1,0,0,1
15971,recommend recent team mentalhealth workshop practic inform caringxexxa,15971,0,0,0,0,0,0,1,0,0,3
15972,plenti other similarli critic judg googl search here compilatxexxa,15972,0,0,0,0,0,1,0,0,0,0
15973, koala ok govern drive extinct ,15973,0,0,0,0,0,1,1,1,0,1
15974,that dark share mental health stori ,15974,0,1,0,0,1,0,1,1,0,1
15975, ye okay,15975,0,0,0,0,0,0,0,0,0,0
15976,plenti other similarli critic judg googl search here compilatxexxa,15976,0,0,0,0,0,1,0,0,0,0
15977,xfxfxxaxfxfxaxaaxfxfxxxfxfxxa use emoji board keep track everyonexexx wellb week week itxexx alway import ask xexxcr u okxexxd emoji repres youxexxr feel today winnov wateraid ruok ,15977,0,2,0,0,0,0,0,0,0,0
15978,today r u ok day rais awar import ask love one feel trust gut ask r u ok convers could chang life ,15978,0,0,1,0,1,0,1,0,0,1
15979, well said terri,15979,0,0,0,0,0,0,0,0,0,0
15980, beauti said xfxfxxfxfxfxfxbc,15980,0,0,0,0,0,0,0,0,0,0
15981,,15981,0,0,0,0,0,0,0,0,0,0
15982,ask unborn,15982,0,0,0,0,0,1,0,0,0,0
15983,smile welcom free lunch groom provid xexdxaxefxbxfxfxfxxexfxfxx caxexxa,15983,0,0,0,0,1,0,1,0,1,1
15984,yeah ok luckili im babi,15984,0,0,0,0,0,0,0,0,0,0
15985, dont know lost friend start year repetit involuntari vision happen thought would instead vicari trauma top childhood recent dv number budget strain servic talk doesnt help much,15985,0,5,0,0,2,1,5,1,0,3
15986,therexexx littl thing wexexxv introduc ixexxm proud fact practis ruok mxexxa,15986,0,1,0,0,1,0,1,0,0,2
15987, yay xfxfxxaxfxfxxaxfxfxxd r u ok sam,15987,0,0,0,0,0,0,0,0,0,0
15988, gday beauti ppli feel awesom u oknxfxfxaxnxfxfxaxnxfxfxaxnxfxfxaxnxfxfxaxnxfxfxaxnfistbump ,15988,0,0,0,0,0,0,0,0,0,0
15989,privileg former nrl coach turn life coach matt elliott mentor team xfxfxxdxfxfxfxbb,15989,0,0,0,0,0,0,1,0,0,4
15990,plenti other similarli critic judg googl search here compilatxexxa,15990,0,0,0,0,0,1,0,0,0,0
15991,donxexxt wait someon ask ruok ask amiok visit websit speak xexxa,15991,0,1,0,0,0,1,1,0,0,0
15992,niggl feel someon know care isnxexxt behav normal would start conxexxa,15992,0,1,0,0,0,0,0,0,0,0
15993,special coodanup colleg beauti student dedic staff awesom school ,15993,0,0,0,0,1,0,1,0,0,1
15994,check today everi day xfxfxxb nnruok ,15994,0,0,0,0,0,0,0,0,0,0
15995,r u ok three word could make differ ask friend ask colleagu ask stranger your concernexexxa,15995,0,0,0,1,1,1,2,0,0,2
15996,week well xexxchamm homexexxd friday xexxcthank askingxexxd pod cast peopl depresxexxa,15996,0,0,0,0,0,0,0,0,0,0
15997,proud sambassador thought today ,15997,0,2,0,0,1,0,1,0,0,1
15998,that dark share mental health stori ,15998,0,1,0,0,1,0,1,1,0,1
15999,look sign intens involuntari imag fatal selfharm insid headxexxa,15999,1,0,0,1,0,1,0,1,0,0
16000,good mani happi owner wonder support today incred scene thatxexx sure ,16000,0,1,0,0,1,0,1,0,1,1
16001,today think import ask around okay import look inwxexxa,16001,0,0,0,0,0,0,0,0,0,0
16002,ruok matexexx new action googl scenario tip show ask ruok axexxa,16002,0,0,0,0,0,0,1,0,0,1
16003,r u ok ,16003,0,0,0,0,0,0,0,0,0,0
16004,today remind trustthesign trust gut amp ask r u oknnlearn sign someon may need support start convers could chang lifennruok ,16004,0,1,1,0,0,0,0,0,0,1
16005,connect ask question ruok today great trustthesign ,16005,0,0,0,0,0,0,1,0,0,0
16006,today bateau bay commun garden marjoir recycl rubbish pot plant xfxfxcxb grxexxa,16006,0,0,1,0,1,1,1,0,0,0
16007,spoke staff one corpor support today simpl question could save life itxexx alwaysxexxa,16007,0,0,0,0,1,1,2,0,0,1
16008,special coodanup colleg beauti student dedic staff awesom school ,16008,0,0,0,0,1,0,1,0,0,1
16009,recommend recent team mentalhealth workshop practic inform caringxexxa,16009,0,0,0,0,0,0,1,0,0,3
16010,recommend recent team mentalhealth workshop practic inform caringxexxa,16010,0,0,0,0,0,0,1,0,0,3
16011,proud brother today share stori ruokproudbroth ,16011,0,2,0,0,2,0,3,0,0,3
16012,proud sambassador thought today ,16012,0,2,0,0,1,0,1,0,0,1
16013, question,16013,0,0,0,0,0,0,1,0,0,0
16014,recommend recent team mentalhealth workshop practic inform caringxexxa,16014,0,0,0,0,0,0,1,0,0,3
16015,look sign intens involuntari imag fatal selfharm insid headxexxa,16015,1,0,0,1,0,1,0,1,0,0
16016,recommend recent team mentalhealth workshop practic inform care itsoknottobeok,16016,0,0,0,0,0,0,1,0,0,3
16017,look sign intens involuntari imag fatal selfharm insid headxexxa,16017,1,0,0,1,0,1,0,1,0,0
16018,special coodanup colleg beauti student dedic staff awesom school ,16018,0,0,0,0,1,0,1,0,0,1
16019,week well xexxchamm homexexxd friday xexxcthank askingxexxd pod cast peopl depresxexxa,16019,0,0,0,0,0,0,0,0,0,0
16020, look sign intens involuntari imag fatal selfharm insid headni wait year healthcar approv work cover dont even thatnwtf sign,16020,1,1,0,1,0,2,0,1,0,1
16021, im fine elain thank youx xfxfxx,16021,0,0,0,0,0,0,0,0,0,0
16022,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16022,0,0,0,0,0,0,1,0,0,1
16023, ixexxm ixexxm current stuck rock hard place decis,16023,0,0,0,0,0,0,1,0,0,0
16024,ask opcc deleg xexxchow practic self carexexxd take look ,16024,0,0,0,0,0,0,0,0,0,0
16025,r u ok nnfootbal immun nnmani brave share stori nnsupportingtheplay ,16025,0,1,0,0,1,0,1,0,0,1
16026, im ok georg xfxfxxa u ok,16026,0,0,0,0,0,0,0,0,0,0
16027, ppt done exhaust ok,16027,0,0,0,0,0,1,0,0,0,0
16028,dear god make stop,16028,0,1,0,1,1,0,2,0,0,1
16029,r u oknntoday day rais awar meaning connect friend famili nnmxexxa,16029,0,0,0,0,1,0,1,0,0,1
16030, ah profil say boston thought near ,16030,0,1,0,0,0,0,0,0,0,0
16031, pleas make sure ok x,16031,0,1,0,1,0,1,0,1,0,0
16032,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16032,0,0,0,0,0,0,1,0,0,1
16033,date poster half plate biscuit empti offic make staff think actual care mental health gener lack convers actual make folk mental health issu feel unsupport xfxfxx,16033,0,0,0,0,0,1,2,0,0,0
16034,fun love hustl sweat glove come babi hustleboxingnn positivevibesonli hustl repectmyhustl heretocreatexexxa ,16034,0,1,0,1,2,0,2,0,0,0
16035, well said mate true,16035,0,0,0,0,1,0,2,0,0,2
16036,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16036,0,0,0,0,0,0,1,0,0,1
16037,great word sisternshexexx alway struggl mental health realli tough time teen amp exexxa,16037,0,1,0,0,0,1,1,1,0,1
16038,one convers could chang lifenncheck famili colleagu mate xfxfxxb ,16038,0,0,0,0,0,0,1,0,0,1
16039,great word sisternshexexx alway struggl mental health realli tough time teen amp earli amp itxexx great bettern nmentalhealth selfcareseptemb alternativetherapi mentalhealthfirstaid toabettery ,16039,0,1,0,0,0,1,1,1,0,1
16040,focus attent learner amp colleagu wellb lot posit convers resili support great work src bring centr practic today ,16040,0,0,0,0,0,0,1,0,0,0
16041,smile welcom free lunch groom provid xexdxaxefxbxfxfxfxxexfxfxx caxexxa,16041,0,0,0,0,1,0,1,0,1,1
16042,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16042,0,0,0,0,0,0,1,0,0,1
16043,smile welcom free lunch groom provid xexdxaxefxbxfxfxfxxexfxfxx caxexxa,16043,0,0,0,0,1,0,1,0,1,1
16044,one convers could chang lifenncheck famili colleagu mate xfxfxxb ,16044,0,0,0,0,0,0,1,0,0,1
16045,show compass amp support peopl may struggl someth everi day greatxexxa,16045,0,0,0,0,0,0,0,0,0,2
16046,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16046,0,0,0,0,0,0,1,0,0,1
16047,one simpl question huge impact someonexexx life donxexxt afraid ask ruok ,16047,0,0,0,1,0,1,1,0,0,0
16048,farmer notori say xexxcshexexx right matexexxd shexexx trust sign trust gut askxexxa,16048,0,0,1,0,0,0,0,0,0,2
16049,know lot arent ok gonna ok mayb today tomorrow therexexxa,16049,0,1,0,0,0,0,0,0,0,0
16050,ruok matexexx new action googl scenario tip show ask ruok availablexexxa,16050,0,0,0,0,0,0,1,0,0,1
16051,great idea wellb tri take time today ask peopl get everi day ,16051,0,1,0,0,0,0,0,0,0,0
16052, ruok bullshit tick box shallow noiamnotok,16052,0,0,0,0,0,0,0,0,0,0
16053, send love dear ben xxx,16053,0,0,0,0,1,0,2,0,0,0
16054,first time discov think beauti topic dear mennher stori amp battl mental healthnnread ,16054,0,1,0,0,0,0,1,0,0,0
16055,r u ok simpl convers could chang someonexexx life ,16055,0,0,0,0,0,0,0,0,0,0
16056, call empathi,16056,0,0,0,0,0,0,0,0,0,0
16057,sam schumach onewav spoke assembl flurofriday bondi beach help peopl talxexxa,16057,0,0,0,0,1,1,0,0,0,0
16058,itxexx never earli start talk wellb across school boy convers mental health ,16058,0,1,1,0,0,1,1,0,0,1
16059,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16059,0,0,0,0,0,0,1,0,0,1
16060,support r u okday nation day action remind everyon ask xexxcar okxexxd year theme trust thexexxa,16060,0,0,0,0,0,0,1,0,0,2
16061,ruok matexexx new action googl scenario tip show ask ruok axexxa,16061,0,0,0,0,0,0,1,0,0,1
16062,r u ok ,16062,0,0,0,0,0,0,0,0,0,0
16063, much welcom question what wrong,16063,0,0,0,0,0,1,1,0,0,0
16064,today power sign locat field region nsw sign built famili manxexxa,16064,0,0,0,0,0,0,0,0,0,0
16065,ruok matexexx new action googl scenario tip show ask ruok avxexxa,16065,0,0,0,0,0,0,1,0,0,1
16066,someth simpl ask r u ok make huge differencexexxd xfxfxxbn ntoday remind meanxexxa,16066,0,0,0,0,0,0,0,0,0,0
16067,young peopl neurodevelopment disabl may find hard know offer help ask help provid script stori young peopl use offer support friend request help theyr bulli ,16067,0,2,0,0,3,0,6,0,2,1
16068,proud brother today share stori ruokproudbroth ,16068,0,2,0,0,2,0,3,0,0,3
16069, peopl ok high power price high fuel high food high land rate water rural area xfxfxax need help next year,16069,0,0,0,0,1,0,2,0,0,1
16070,msdau recognis import convers mental health everi day today highlight connect morn tea remind ask ruok amp share great msd resourc mentalhealthawarenessnfor info ,16070,0,2,0,0,1,0,1,0,0,1
16071,proud sambassador thought today ,16071,0,2,0,0,1,0,1,0,0,1
16072, homeland suit,16072,0,0,0,0,0,0,0,0,0,0
16073,nambucca head high student fun spin day celebr partner butteri lion clubnn ,16073,0,1,0,1,1,0,3,0,0,0
16074,great initi nni stay mantra hindmarsh squar given one hand car key front desknnit ruok day xexxa ,16074,0,0,0,0,0,0,0,0,0,0
16075,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16075,0,0,0,0,0,0,1,0,0,1
16076, terribl construct sentenc rephras someth littl coher,16076,0,0,0,0,0,0,1,0,0,0
16077,someth simpl ask r u ok make huge differencexexxd xfxfxxbn ntoday remind meanxexxa,16077,0,0,0,0,0,0,0,0,0,0
16078,someth simpl ask r u ok make huge differencexexxd xfxfxxbn ntoday remind meanxexxa,16078,0,0,0,0,0,0,0,0,0,0
16079,someth simpl ask r u ok make huge differencexexxd xfxfxxbn ntoday remind meanxexxa,16079,0,0,0,0,0,0,0,0,0,0
16080,today nxcxanitxexx day ask listen without judgement encourag action amp check mate nnthi campaign simpl messag xexx letxexx talk stronger togethernny never know small convers may save someonexexx life ,16080,0,0,0,0,1,1,4,0,0,2
16081,absolut pleasur interview red player r u ok ambassador izack rodda featur u sundayxexxa,16081,0,0,0,0,0,1,1,0,0,1
16082,today join rep ruok event depart staff hear earli intervent reduc stigma around mental ill recoveri info start discuss around mental health ,16082,2,2,2,2,0,2,1,3,0,0
16083,know someon struggl itxexx ok ask question ok militari life tough support avail thexexxa,16083,0,0,0,0,0,1,1,1,0,0
16084,never underestim much simpl convers might mean someon nnask mate ruok today xfxfxxbxfxfxxbxfxfxxb ,16084,0,0,0,0,0,0,1,0,0,1
16085,ruok highlight inspir work commun around mental health ,16085,0,0,0,0,0,0,0,0,0,0
16086,drone captur clear messag spelt today ph student ruok watch warn sign care ,16086,0,2,0,2,0,2,0,0,1,1
16087,go live chariti stream come hangout help rais moneynnthank xexxa,16087,0,0,0,0,0,0,0,0,0,0
16088,wexexxr press paus start convers today encourag everyon trustthesign startxexxa,16088,0,1,0,0,0,0,0,0,0,0
16089, homeless newstart,16089,1,1,1,1,0,1,0,1,0,0
16090,today wexexxr support take moment start convers could chang life ask ruok learn atxexxa,16090,0,1,0,0,0,0,1,0,0,0
16091, exactli way could modernis progress messag check sociocultur perspect global humanitarian point view whilst maintain core awar mentalhealth suicid access treatment ,16091,0,2,0,0,2,0,3,0,1,1
16092, yep itxexx good australia tick along nice thank ask though,16092,0,1,0,0,1,0,1,0,1,1
16093,today think import ask around okay import look inwxexxa,16093,0,0,0,0,0,0,0,0,0,0
16094,today r u ok day sometim servic face confront scenario nesa rang support network hexexxa,16094,1,1,0,0,0,0,0,0,0,0
16095, im realli happi benefici everyon els one ask ok final trigger feel isol despairnni know extrem difficult today know ixexxm alon,16095,0,0,0,1,0,0,0,0,0,0
16096,ask ru ok todayand everi day medic radiat scienc challeng profess work isxexxa,16096,0,0,0,0,0,0,0,0,0,0
16097,today power sign locat field region nsw sign built famili manxexxa,16097,0,0,0,0,0,0,0,0,0,0
16098,remind convers could chang lifennwho better spread messag spxexxa,16098,0,0,0,0,0,0,0,0,0,0
16099,ppl often struggl silenc find hard reach talk immens pressur theyxexxr face mayxexxa,16099,0,0,0,0,0,0,1,0,0,0
16100,staff work sensit area constantli make sure sponsor young women ok import ask ruok ,16100,0,1,0,0,1,0,3,0,1,2
16101,today bateau bay commun garden marjoir recycl rubbish pot plant xfxfxcxb grow marigold parsley tomato chilli amp basil ,16101,0,1,1,0,2,1,2,0,0,1
16102,smile welcom free lunch groom provid xexdxaxefxbxfxfxfxxexfxfxx caxexxa,16102,0,0,0,0,1,0,1,0,1,1
16103,encourag trust sign trust gut amp ask ruok ,16103,0,0,1,0,0,0,0,0,0,2
16104,r u ok three word could make differ ask friend ask colleagu ask stranger your concernexexxa,16104,0,0,0,1,1,1,2,0,0,2
16105,mani awar bright yellow newsfe today ruokaydaynnon social amp websit youll find excel advic recognis warn sign start convers colleaguennmor ,16105,0,3,0,1,1,1,1,0,2,2
16106, question ask time chang messag move new direct recycl xexx root awar rais help peopl understand mentalhealth suicid better perhap itxexx time move beyond foundat look mani branch ,16106,0,2,0,0,0,0,1,0,0,0
16107,r u ok play import role life look lifexexx up down canxexxt bexexxa,16107,0,0,0,0,0,0,0,0,0,0
16108,three simpl word mean much someon famili circl friend peer workplac commun student staff ccdc start convers today ,16108,0,1,0,0,1,0,2,0,0,2
16109,r u oknntoday day rais awar meaning connect friend famili nnmxexxa,16109,0,0,0,0,1,0,1,0,0,1
16110,someth simpl ask r u ok make huge differencexexxd xfxfxxbn ntoday remind meanxexxa,16110,0,0,0,0,0,0,0,0,0,0
16111, student amp staff chalk footpath togeth outsid morn made smile thank rainbow xfxfxcx start day amp convers amp hug amp other walk past way work,16111,0,2,0,0,2,0,2,0,1,2
16112, agre ask question isnt solut start bigger convers lead help amp isnt go help everyonennbut someon open approach respect disagre damag,16112,0,2,0,0,1,0,3,0,0,1
16113,r u oknntoday day rais awar meaning connect friend famili nnmental health import topic hard talk learn head ,16113,0,0,0,0,1,0,3,0,0,1
16114,that dark share mental health stori ,16114,0,1,0,0,1,0,1,1,0,1
16115,everybodi ruok today ,16115,0,0,0,0,0,0,0,0,0,0
16116, im dooin fine hope contagi okay okey,16116,0,1,0,0,1,0,1,0,1,1
16117,someth simpl ask r u ok make huge differencexexxd xfxfxxbn ntoday remind meanxexxa,16117,0,0,0,0,0,0,0,0,0,0
16118,today encourag everyon trustthesign start convers ask someon ruokntresxexxa,16118,0,1,0,0,0,0,0,0,0,0
16119,that dark share mental health stori ,16119,0,1,0,0,1,0,1,1,0,1
16120,proud sambassador thought today ,16120,0,2,0,0,1,0,1,0,0,1
16121, honestli use feel way well know im sceptic almost everyth brand stuff think chang someth better noth fix small start world live xfxfxaxb,16121,1,1,1,1,1,1,1,1,0,1
16122,proud sambassador thought today ,16122,0,2,0,0,1,0,1,0,0,1
16123,send extra big yellow love today year r u ok encourag everyon trust sign txexxa,16123,0,0,0,0,1,0,2,0,0,1
16124,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16124,0,0,0,0,0,0,1,0,0,1
16125, ye hard know probabl conscious rais howev psycholog distress may reflect cultur unemploy isol insecur hous poverti chronic physic ill structur discrimin mental health cultur health,16125,2,0,2,2,0,3,0,3,1,0
16126,behind scene r u ok day wannnn pdsgroup pdsgroupstaff pdsgroupcar pdsgroupwa perth perth western australia ,16126,0,0,0,0,0,0,0,0,0,0
16127,encourag trust sign trust gut amp ask ruok ,16127,0,0,1,0,0,0,0,0,0,2
16128, authent care doesnxexxt come mani peopl think thatxexx ok ixexxv fair share trauma tragedi last year xexxcar okxexxsxexxd true followthrough came import remaind made offer didnxexxt follow ,16128,0,1,0,0,2,0,4,0,0,2
16129,today r u ok day nation day action dedic remind everyon ask xexxcar okxexxd rememb everi day year support peopl may struggl lifexexx up down ,16129,0,0,0,0,0,0,1,0,0,1
16130,r u ok three word could make differ ask friend ask colleagu ask stranger your concernexexxa,16130,0,0,0,1,1,1,2,0,0,2
16131,itxexx r u okday xexx nation day action dedic remind everyon everi day day ask xexxar okxexx amp sxexxa,16131,0,0,0,0,0,0,1,0,0,1
16132,xexxcw need treat mental health long term commit cultiv nurtur develop said ambassador visit icar offic around sydney talk mental health learn ,16132,1,3,1,1,1,1,6,1,1,2
16133,behind scene r u ok day vic nnnn pdsgroup pdsgroupstaff pdsgroupcar howardsmithwharv hotel windsor melbourn ,16133,0,0,0,0,0,0,0,0,0,0
16134,today power sign locat field region nsw sign built famili manxexxa,16134,0,0,0,0,0,0,0,0,0,0
16135,point govern agenc phone line dont help govern polici advoc suicid told kill might better everyon australia suck mentalhealthmatt mentalhealthawar suicideprevent,16135,0,0,0,1,0,2,2,1,0,2
16136,ok day oz countri four step take notic someonexexxa,16136,0,0,0,0,0,0,0,0,0,0
16137, ixexxv previous big advoc say back reflect year read tweet messag realli start wonder help someon struggl translat beyond xexxca dayxexxd ,16137,0,1,0,0,0,0,0,0,0,0
16138,reason feel like havent achiev anyth todayy could make world differ ask someoxexxa,16138,0,0,0,0,0,0,1,0,0,0
16139,send extra big yellow love today year r u ok encourag everyon trust sign txexxa,16139,0,0,0,0,1,0,2,0,0,1
16140,behind scene r u ok day qld nnnn pdsgroup pdsgroupstaff pdsgroupcar howardsmithwharv howard smith wharv ,16140,0,0,0,0,0,0,0,0,0,1
16141,go live chariti stream come hangout help rais moneynnthank provid giveaway streamnn,16141,0,0,0,0,0,0,0,0,0,0
16142,itxexx morrow amp r better educ mental ill amp depress former player courag come outxexxa,16142,1,1,1,2,0,3,0,2,0,0
16143,check today everi day xfxfxxb nnruok ,16143,0,0,0,0,0,0,0,0,0,0
16144, good abl talk depress defin depress mani hub manag fill counsel role entrepreneur journey tough need referr servic profession help support manag know refer ,16144,0,2,0,3,2,3,4,3,1,3
16145,ruok highlight inspir work commun around mental health ,16145,0,0,0,0,0,0,0,0,0,0
16146,reflect context entrepreneur founder amp startup ,16146,0,0,0,0,0,0,0,0,0,0
16147,hey twitter anyon want chat messag,16147,0,0,0,0,0,0,0,0,0,0
16148, today ask friend around lunch struggl loss husband ask ruok xexdxaxefxbxfxexdxaxefxbxf,16148,1,0,0,1,1,1,1,1,0,1
16149,shirt today perfect time today itaintweaktospeak nto friend famili need someon talk anyth big smallxexxa ,16149,0,2,0,0,2,0,3,0,0,2
16150,xexxcitxexx ok say youxexxr ok nitxexx ok say r u okxexxdn releas new song r u ok anthem premier today proud work except student promot univers issuesxexcxan,16150,0,1,0,0,1,0,2,0,0,1
16151, victrack lgbti morn tea cake actual get real work done truck road,16151,0,1,0,0,0,0,2,0,0,2
16152,today power sign locat field region nsw sign built famili man took life januari year sinc januari work encourag commun speak life up down ruok ,16152,0,0,0,0,0,0,0,0,0,0
16153, ye chillin,16153,0,0,0,0,0,0,0,0,0,0
16154,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16154,0,0,0,0,0,0,1,0,0,1
16155, wtf lmao think id actual end fuck ruokay twitter ahhh,16155,0,0,0,0,0,0,1,0,0,0
16156,mother theresa said greatest form poverti lonelinessnit devast ironi digit age connect ever still disloc everyday check love one xfxfxxf ,16156,0,1,0,0,2,1,2,1,0,2
16157,remind convers could chang lifennwho better spread messag spent day broadcast live bellbird park ssc xfxfxxa ,16157,0,0,0,0,0,1,0,0,0,0
16158,kind amp ask r u ok huge part selfcar amp ok mean know could make differ doesnxexxt matter big small take time ask question know youxexxv done bit itxexx worth ,16158,0,1,0,0,1,1,3,0,0,1
16159,r u ok play import role life look lifexexx up down canxexxt bexexxa,16159,0,0,0,0,0,0,0,0,0,0
16160,ask mate xexxar okxexx could start life chang convers check peopl around everyday springst ,16160,0,1,0,0,0,0,1,0,0,1
16161, epa okayni think wanna save environ donxexxt wrongnhop youxexxr okay,16161,0,0,0,1,1,1,2,1,0,1
16162,ask ausmedia rememb follow guidelin cover stori event toxexxa,16162,0,0,0,0,0,0,0,0,0,1
16163,ruok nnstart convers ask someon theyxexxr ok difficultnnat epa wexexxr dedic proxexxa,16163,0,0,0,0,0,0,0,0,0,0
16164,r u ok nnwe want inspir empow everyon meaning connect peopl around start convers anyon may struggl lifennthi snap blackburn officenn ,16164,0,1,0,0,0,0,0,0,0,0
16165,send extra big yellow love today year r u ok encourag everyon trust sign txexxa,16165,0,0,0,0,1,0,2,0,0,1
16166, im tri start convers around issu poor onlin behaviour doesnt concern pretend care peopl health,16166,0,1,0,0,0,1,0,0,0,0
16167, sit behind danger bdoubl truck km watch serv road next rail line disrepair manag springst myki melbourn victoria auspol,16167,1,2,0,2,0,2,0,1,0,1
16168, need famili court dad day,16168,1,1,0,1,0,0,0,0,0,0
16169, yeah nicki mason xfxfxxcxfxfxxcxfxfxxcxfxfxxc,16169,0,0,0,0,0,0,0,0,0,0
16170,week well xexxchamm homexexxd friday xexxcthank askingxexxd pod cast peopl depresxexxa,16170,0,0,0,0,0,0,0,0,0,0
16171,given difficulti confront patient amp nuclear medicin commun next week time remind knxexxa,16171,1,2,0,0,0,0,1,0,0,0
16172,today r u ok day sky sport radio learnt help friend mayb struggl ceo katherin newton join ,16172,0,0,0,0,1,0,4,0,0,1
16173,today itxexx great support initi amp rais awar pleas ensur take action start convers amp listen word make differ amp save life ruok mentalhealth ,16173,0,2,0,1,1,1,3,1,0,2
16174,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16174,0,0,0,0,0,0,1,0,0,1
16175,ruok nnstart convers ask someon theyxexxr ok difficultnnat epa wexexxr dedic protect environ public health victorian focu extend look health wellb peopl ,16175,0,1,0,0,0,0,4,0,0,0
16176,,16176,0,0,0,0,0,0,0,0,0,0
16177,increas commun awar amp understand ruokday respons amp safe report media tip amp linkxexxa,16177,0,0,0,0,1,0,1,0,0,1
16178,mental health issu impact job amp career lectur share issu threaten career amp share hixexxa,16178,1,5,0,1,2,1,5,0,0,2
16179,lucki enough speak thornli high school rugbi journey today school commun lead way promot posit headspac action ,16179,0,1,0,1,1,1,3,0,0,2
16180,sadli suicid lead caus death australian age nntoday dedic spxexxa,16180,1,1,1,1,0,1,1,1,1,0
16181,check today everi day xfxfxxb nnruok ,16181,0,0,0,0,0,0,0,0,0,0
16182,never afraid ask mate ruok nnthi start convers could chang life xfxfxxb ,16182,0,1,0,1,0,1,1,0,0,1
16183,ruok matexexx new action googl scenario tip show ask ruok avail anxexxa,16183,0,0,0,0,0,0,1,0,0,1
16184,week well xexxchamm homexexxd friday xexxcthank askingxexxd pod cast peopl depresxexxa,16184,0,0,0,0,0,0,0,0,0,0
16185,today built team across countri came togeth support morn tea talk import check otherxexx mental health ,16185,0,1,0,0,0,0,1,0,0,1
16186,today nation r u ok day touch base friend famili colleagu convers could chang life xexxa,16186,0,0,0,0,1,0,1,0,0,3
16187,almost australian experi mental ill lifetim everyon make differencenn ask r u oknxexxa,16187,1,0,1,1,0,1,0,1,0,0
16188, exactli tone asadaxexx time impecc extinguish beacon hope game xfxfxaxaxfxfxfxbbxexxdxexxxefxbxf,16188,1,2,0,0,1,1,1,0,1,1
16189, total ok,16189,0,0,0,0,0,0,0,0,0,0
16190, ok,16190,0,0,0,0,0,0,0,0,0,0
16191,absolut pleasur interview red player r u ok ambassador izack rodda featur u sundayxexxa,16191,0,0,0,0,0,1,1,0,0,1
16192, know well guy nhl player took minut talk wasnxexxt ok save life day ixexxm still fight beat lupu might case,16192,1,0,0,2,1,3,2,1,0,1
16193,absolut pleasur interview red player r u ok ambassador izack rodda featur u sundayxexxa,16193,0,0,0,0,0,1,1,0,0,1
16194,today event held across beneta encourag staff trustthesign trust gut start convers think someon might struggl lifennlook one anoth ask question ruok nnruokeveryday ,16194,0,1,1,0,0,0,1,0,0,1
16195,therexexx littl thing wexexxv introduc ixexxm proud fact practis ruok mxexxa,16195,0,1,0,0,1,0,1,0,0,2
16196,send extra big yellow love today year r u ok encourag everyon trust sign txexxa,16196,0,0,0,0,1,0,2,0,0,1
16197, someon thought low point simpl talk help,16197,0,1,0,0,0,0,1,0,0,0
16198,champion day team share morn tea play game importantli took time check inxexxa,16198,0,4,0,0,2,0,2,0,0,3
